x,y,z
12.55,42.0,53
12.550277777777778,42.0,55
12.550555555555556,42.0,56
12.550833333333333,42.0,56
12.551111111111112,42.0,57
12.551388888888889,42.0,56
12.551666666666668,42.0,55
12.551944444444445,42.0,55
12.552222222222223,42.0,58
12.5525,42.0,59
12.552777777777777,42.0,59
12.553055555555556,42.0,60
12.553333333333333,42.0,61
12.553611111111111,42.0,62
12.553888888888888,42.0,64
12.554166666666667,42.0,66
12.554444444444444,42.0,70
12.554722222222223,42.0,73
12.555,42.0,74
12.555277777777778,42.0,75
12.555555555555555,42.0,75
12.555833333333334,42.0,76
12.556111111111111,42.0,77
12.55638888888889,42.0,76
12.556666666666667,42.0,75
12.556944444444445,42.0,73
12.557222222222222,42.0,70
12.557500000000001,42.0,68
12.557777777777778,42.0,67
12.558055555555557,42.0,65
12.558333333333334,42.0,63
12.55861111111111,42.0,61
12.55888888888889,42.0,61
12.559166666666666,42.0,62
12.559444444444445,42.0,64
12.559722222222222,42.0,66
12.56,42.0,68
12.560277777777777,42.0,68
12.560555555555556,42.0,66
12.560833333333333,42.0,62
12.561111111111112,42.0,56
12.561388888888889,42.0,53
12.561666666666667,42.0,55
12.561944444444444,42.0,61
12.562222222222223,42.0,65
12.5625,42.0,69
12.562777777777779,42.0,70
12.563055555555556,42.0,72
12.563333333333334,42.0,73
12.563611111111111,42.0,73
12.56388888888889,42.0,75
12.564166666666667,42.0,76
12.564444444444444,42.0,76
12.564722222222223,42.0,76
12.565,42.0,75
12.565277777777778,42.0,74
12.565555555555555,42.0,72
12.565833333333334,42.0,70
12.56611111111111,42.0,70
12.56638888888889,42.0,69
12.566666666666666,42.0,69
12.566944444444445,42.0,69
12.567222222222222,42.0,70
12.5675,42.0,72
12.567777777777778,42.0,74
12.568055555555556,42.0,76
12.568333333333333,42.0,78
12.568611111111112,42.0,79
12.568888888888889,42.0,78
12.569166666666668,42.0,77
12.569444444444445,42.0,75
12.569722222222223,42.0,74
12.57,42.0,72
12.570277777777777,42.0,71
12.570555555555556,42.0,72
12.570833333333333,42.0,74
12.571111111111112,42.0,76
12.571388888888889,42.0,77
12.571666666666667,42.0,78
12.571944444444444,42.0,78
12.572222222222223,42.0,79
12.5725,42.0,80
12.572777777777778,42.0,81
12.573055555555555,42.0,81
12.573333333333334,42.0,80
12.573611111111111,42.0,78
12.57388888888889,42.0,76
12.574166666666667,42.0,75
12.574444444444445,42.0,73
12.574722222222222,42.0,71
12.575000000000001,42.0,67
12.575277777777778,42.0,63
12.575555555555555,42.0,56
12.575833333333334,42.0,50
12.57611111111111,42.0,49
12.57638888888889,42.0,47
12.576666666666666,42.0,46
12.576944444444445,42.0,46
12.577222222222222,42.0,48
12.5775,42.0,54
12.577777777777778,42.0,60
12.578055555555556,42.0,66
12.578333333333333,42.0,69
12.578611111111112,42.0,71
12.578888888888889,42.0,72
12.579166666666667,42.0,70
12.579444444444444,42.0,68
12.579722222222223,42.0,66
12.58,42.0,66
12.580277777777779,42.0,66
12.580555555555556,42.0,67
12.580833333333334,42.0,67
12.581111111111111,42.0,67
12.581388888888888,42.0,68
12.581666666666667,42.0,69
12.581944444444444,42.0,71
12.582222222222223,42.0,71
12.5825,42.0,71
12.582777777777778,42.0,71
12.583055555555555,42.0,71
12.583333333333334,42.0,69
12.58361111111111,42.0,65
12.58388888888889,42.0,62
12.584166666666667,42.0,56
12.584444444444445,42.0,53
12.584722222222222,42.0,52
12.585,42.0,53
12.585277777777778,42.0,56
12.585555555555556,42.0,57
12.585833333333333,42.0,58
12.586111111111112,42.0,58
12.586388888888889,42.0,57
12.586666666666668,42.0,54
12.586944444444445,42.0,51
12.587222222222222,42.0,48
12.5875,42.0,48
12.587777777777777,42.0,47
12.588055555555556,42.0,48
12.588333333333333,42.0,47
12.588611111111112,42.0,48
12.588888888888889,42.0,51
12.589166666666667,42.0,54
12.589444444444444,42.0,55
12.589722222222223,42.0,56
12.59,42.0,56
12.590277777777779,42.0,58
12.590555555555556,42.0,60
12.590833333333334,42.0,62
12.591111111111111,42.0,62
12.59138888888889,42.0,62
12.591666666666667,42.0,62
12.591944444444445,42.0,61
12.592222222222222,42.0,60
12.5925,42.0,64
12.592777777777778,42.0,70
12.593055555555555,42.0,75
12.593333333333334,42.0,77
12.59361111111111,42.0,76
12.59388888888889,42.0,76
12.594166666666666,42.0,76
12.594444444444445,42.0,78
12.594722222222222,42.0,80
12.595,42.0,83
12.595277777777778,42.0,85
12.595555555555556,42.0,87
12.595833333333333,42.0,85
12.596111111111112,42.0,83
12.596388888888889,42.0,82
12.596666666666668,42.0,80
12.596944444444444,42.0,78
12.597222222222223,42.0,74
12.5975,42.0,68
12.597777777777779,42.0,64
12.598055555555556,42.0,65
12.598333333333333,42.0,67
12.598611111111111,42.0,72
12.598888888888888,42.0,78
12.599166666666667,42.0,82
12.599444444444444,42.0,84
12.599722222222223,42.0,85
12.6,42.0,87
12.600277777777778,42.0,90
12.600555555555555,42.0,93
12.600833333333334,42.0,95
12.601111111111111,42.0,96
12.60138888888889,42.0,98
12.601666666666667,42.0,100
12.601944444444445,42.0,100
12.602222222222222,42.0,100
12.602500000000001,42.0,101
12.602777777777778,42.0,103
12.603055555555557,42.0,105
12.603333333333333,42.0,107
12.603611111111112,42.0,108
12.60388888888889,42.0,108
12.604166666666666,42.0,107
12.604444444444445,42.0,104
12.604722222222222,42.0,102
12.605,42.0,102
12.605277777777777,42.0,103
12.605555555555556,42.0,102
12.605833333333333,42.0,102
12.606111111111112,42.0,99
12.606388888888889,42.0,95
12.606666666666667,42.0,88
12.606944444444444,42.0,82
12.607222222222223,42.0,77
12.6075,42.0,75
12.607777777777779,42.0,76
12.608055555555556,42.0,77
12.608333333333334,42.0,77
12.608611111111111,42.0,78
12.60888888888889,42.0,78
12.609166666666667,42.0,79
12.609444444444446,42.0,81
12.609722222222222,42.0,83
12.61,42.0,86
12.610277777777778,42.0,90
12.610555555555555,42.0,96
12.610833333333334,42.0,101
12.61111111111111,42.0,105
12.61138888888889,42.0,109
12.611666666666666,42.0,111
12.611944444444445,42.0,112
12.612222222222222,42.0,113
12.6125,42.0,115
12.612777777777778,42.0,117
12.613055555555556,42.0,116
12.613333333333333,42.0,117
12.613611111111112,42.0,118
12.613888888888889,42.0,120
12.614166666666668,42.0,122
12.614444444444445,42.0,123
12.614722222222223,42.0,124
12.615,42.0,124
12.615277777777777,42.0,122
12.615555555555556,42.0,120
12.615833333333333,42.0,118
12.616111111111111,42.0,116
12.616388888888888,42.0,114
12.616666666666667,42.0,115
12.616944444444444,42.0,117
12.617222222222223,42.0,119
12.6175,42.0,121
12.617777777777778,42.0,122
12.618055555555555,42.0,125
12.618333333333334,42.0,129
12.618611111111111,42.0,131
12.61888888888889,42.0,134
12.619166666666667,42.0,135
12.619444444444445,42.0,137
12.619722222222222,42.0,138
12.620000000000001,42.0,139
12.620277777777778,42.0,137
12.620555555555557,42.0,134
12.620833333333334,42.0,131
12.62111111111111,42.0,129
12.62138888888889,42.0,128
12.621666666666666,42.0,126
12.621944444444445,42.0,125
12.622222222222222,42.0,121
12.6225,42.0,118
12.622777777777777,42.0,118
12.623055555555556,42.0,120
12.623333333333333,42.0,124
12.623611111111112,42.0,127
12.623888888888889,42.0,127
12.624166666666667,42.0,129
12.624444444444444,42.0,133
12.624722222222223,42.0,135
12.625,42.0,139
12.625277777777779,42.0,143
12.625555555555556,42.0,144
12.625833333333334,42.0,146
12.626111111111111,42.0,149
12.62638888888889,42.0,151
12.626666666666667,42.0,153
12.626944444444444,42.0,155
12.627222222222223,42.0,156
12.6275,42.0,155
12.627777777777778,42.0,154
12.628055555555555,42.0,152
12.628333333333334,42.0,151
12.62861111111111,42.0,152
12.62888888888889,42.0,154
12.629166666666666,42.0,154
12.629444444444445,42.0,153
12.629722222222222,42.0,153
12.63,42.0,153
12.630277777777778,42.0,153
12.630555555555556,42.0,153
12.630833333333333,42.0,152
12.631111111111112,42.0,152
12.631388888888889,42.0,150
12.631666666666668,42.0,147
12.631944444444445,42.0,144
12.632222222222222,42.0,141
12.6325,42.0,140
12.632777777777777,42.0,140
12.633055555555556,42.0,141
12.633333333333333,42.0,143
12.633611111111112,42.0,147
12.633888888888889,42.0,149
12.634166666666667,42.0,152
12.634444444444444,42.0,154
12.634722222222223,42.0,155
12.635,42.0,157
12.635277777777778,42.0,160
12.635555555555555,42.0,161
12.635833333333334,42.0,161
12.636111111111111,42.0,160
12.63638888888889,42.0,158
12.636666666666667,42.0,154
12.636944444444445,42.0,150
12.637222222222222,42.0,147
12.637500000000001,42.0,145
12.637777777777778,42.0,143
12.638055555555555,42.0,142
12.638333333333334,42.0,140
12.63861111111111,42.0,141
12.63888888888889,42.0,141
12.639166666666666,42.0,141
12.639444444444445,42.0,140
12.639722222222222,42.0,142
12.64,42.0,147
12.640277777777778,42.0,152
12.640555555555556,42.0,156
12.640833333333333,42.0,157
12.641111111111112,42.0,157
12.641388888888889,42.0,154
12.641666666666667,42.0,154
12.641944444444444,42.0,155
12.642222222222223,42.0,155
12.6425,42.0,154
12.642777777777779,42.0,149
12.643055555555556,42.0,144
12.643333333333334,42.0,137
12.643611111111111,42.0,132
12.643888888888888,42.0,125
12.644166666666667,42.0,118
12.644444444444444,42.0,112
12.644722222222223,42.0,108
12.645,42.0,105
12.645277777777778,42.0,101
12.645555555555555,42.0,96
12.645833333333334,42.0,91
12.64611111111111,42.0,87
12.64638888888889,42.0,83
12.646666666666667,42.0,81
12.646944444444445,42.0,80
12.647222222222222,42.0,82
12.6475,42.0,88
12.647777777777778,42.0,95
12.648055555555556,42.0,101
12.648333333333333,42.0,106
12.648611111111112,42.0,114
12.648888888888889,42.0,123
12.649166666666668,42.0,126
12.649444444444445,42.0,131
12.649722222222222,42.0,134
12.55,41.999722222222225,50
12.550277777777778,41.999722222222225,52
12.550555555555556,41.999722222222225,54
12.550833333333333,41.999722222222225,54
12.551111111111112,41.999722222222225,55
12.551388888888889,41.999722222222225,55
12.551666666666668,41.999722222222225,55
12.551944444444445,41.999722222222225,57
12.552222222222223,41.999722222222225,60
12.5525,41.999722222222225,62
12.552777777777777,41.999722222222225,62
12.553055555555556,41.999722222222225,62
12.553333333333333,41.999722222222225,62
12.553611111111111,41.999722222222225,63
12.553888888888888,41.999722222222225,64
12.554166666666667,41.999722222222225,67
12.554444444444444,41.999722222222225,71
12.554722222222223,41.999722222222225,73
12.555,41.999722222222225,74
12.555277777777778,41.999722222222225,75
12.555555555555555,41.999722222222225,76
12.555833333333334,41.999722222222225,77
12.556111111111111,41.999722222222225,76
12.55638888888889,41.999722222222225,76
12.556666666666667,41.999722222222225,74
12.556944444444445,41.999722222222225,72
12.557222222222222,41.999722222222225,71
12.557500000000001,41.999722222222225,70
12.557777777777778,41.999722222222225,69
12.558055555555557,41.999722222222225,67
12.558333333333334,41.999722222222225,64
12.55861111111111,41.999722222222225,62
12.55888888888889,41.999722222222225,60
12.559166666666666,41.999722222222225,58
12.559444444444445,41.999722222222225,61
12.559722222222222,41.999722222222225,64
12.56,41.999722222222225,66
12.560277777777777,41.999722222222225,66
12.560555555555556,41.999722222222225,63
12.560833333333333,41.999722222222225,59
12.561111111111112,41.999722222222225,54
12.561388888888889,41.999722222222225,54
12.561666666666667,41.999722222222225,57
12.561944444444444,41.999722222222225,62
12.562222222222223,41.999722222222225,68
12.5625,41.999722222222225,70
12.562777777777779,41.999722222222225,71
12.563055555555556,41.999722222222225,72
12.563333333333334,41.999722222222225,72
12.563611111111111,41.999722222222225,72
12.56388888888889,41.999722222222225,72
12.564166666666667,41.999722222222225,74
12.564444444444444,41.999722222222225,75
12.564722222222223,41.999722222222225,75
12.565,41.999722222222225,76
12.565277777777778,41.999722222222225,74
12.565555555555555,41.999722222222225,72
12.565833333333334,41.999722222222225,69
12.56611111111111,41.999722222222225,67
12.56638888888889,41.999722222222225,67
12.566666666666666,41.999722222222225,68
12.566944444444445,41.999722222222225,69
12.567222222222222,41.999722222222225,70
12.5675,41.999722222222225,71
12.567777777777778,41.999722222222225,73
12.568055555555556,41.999722222222225,75
12.568333333333333,41.999722222222225,76
12.568611111111112,41.999722222222225,77
12.568888888888889,41.999722222222225,76
12.569166666666668,41.999722222222225,76
12.569444444444445,41.999722222222225,75
12.569722222222223,41.999722222222225,73
12.57,41.999722222222225,72
12.570277777777777,41.999722222222225,71
12.570555555555556,41.999722222222225,72
12.570833333333333,41.999722222222225,75
12.571111111111112,41.999722222222225,77
12.571388888888889,41.999722222222225,79
12.571666666666667,41.999722222222225,79
12.571944444444444,41.999722222222225,79
12.572222222222223,41.999722222222225,78
12.5725,41.999722222222225,78
12.572777777777778,41.999722222222225,78
12.573055555555555,41.999722222222225,78
12.573333333333334,41.999722222222225,79
12.573611111111111,41.999722222222225,78
12.57388888888889,41.999722222222225,77
12.574166666666667,41.999722222222225,75
12.574444444444445,41.999722222222225,72
12.574722222222222,41.999722222222225,68
12.575000000000001,41.999722222222225,65
12.575277777777778,41.999722222222225,60
12.575555555555555,41.999722222222225,53
12.575833333333334,41.999722222222225,48
12.57611111111111,41.999722222222225,47
12.57638888888889,41.999722222222225,46
12.576666666666666,41.999722222222225,45
12.576944444444445,41.999722222222225,46
12.577222222222222,41.999722222222225,49
12.5775,41.999722222222225,55
12.577777777777778,41.999722222222225,60
12.578055555555556,41.999722222222225,65
12.578333333333333,41.999722222222225,67
12.578611111111112,41.999722222222225,70
12.578888888888889,41.999722222222225,71
12.579166666666667,41.999722222222225,69
12.579444444444444,41.999722222222225,67
12.579722222222223,41.999722222222225,65
12.58,41.999722222222225,63
12.580277777777779,41.999722222222225,62
12.580555555555556,41.999722222222225,62
12.580833333333334,41.999722222222225,64
12.581111111111111,41.999722222222225,66
12.581388888888888,41.999722222222225,66
12.581666666666667,41.999722222222225,67
12.581944444444444,41.999722222222225,68
12.582222222222223,41.999722222222225,69
12.5825,41.999722222222225,66
12.582777777777778,41.999722222222225,67
12.583055555555555,41.999722222222225,68
12.583333333333334,41.999722222222225,67
12.58361111111111,41.999722222222225,64
12.58388888888889,41.999722222222225,60
12.584166666666667,41.999722222222225,55
12.584444444444445,41.999722222222225,51
12.584722222222222,41.999722222222225,50
12.585,41.999722222222225,51
12.585277777777778,41.999722222222225,51
12.585555555555556,41.999722222222225,51
12.585833333333333,41.999722222222225,52
12.586111111111112,41.999722222222225,53
12.586388888888889,41.999722222222225,52
12.586666666666668,41.999722222222225,50
12.586944444444445,41.999722222222225,48
12.587222222222222,41.999722222222225,49
12.5875,41.999722222222225,49
12.587777777777777,41.999722222222225,49
12.588055555555556,41.999722222222225,49
12.588333333333333,41.999722222222225,49
12.588611111111112,41.999722222222225,52
12.588888888888889,41.999722222222225,54
12.589166666666667,41.999722222222225,57
12.589444444444444,41.999722222222225,61
12.589722222222223,41.999722222222225,63
12.59,41.999722222222225,65
12.590277777777779,41.999722222222225,67
12.590555555555556,41.999722222222225,69
12.590833333333334,41.999722222222225,70
12.591111111111111,41.999722222222225,71
12.59138888888889,41.999722222222225,70
12.591666666666667,41.999722222222225,70
12.591944444444445,41.999722222222225,67
12.592222222222222,41.999722222222225,65
12.5925,41.999722222222225,70
12.592777777777778,41.999722222222225,75
12.593055555555555,41.999722222222225,78
12.593333333333334,41.999722222222225,77
12.59361111111111,41.999722222222225,78
12.59388888888889,41.999722222222225,78
12.594166666666666,41.999722222222225,80
12.594444444444445,41.999722222222225,82
12.594722222222222,41.999722222222225,85
12.595,41.999722222222225,87
12.595277777777778,41.999722222222225,90
12.595555555555556,41.999722222222225,90
12.595833333333333,41.999722222222225,89
12.596111111111112,41.999722222222225,87
12.596388888888889,41.999722222222225,85
12.596666666666668,41.999722222222225,82
12.596944444444444,41.999722222222225,79
12.597222222222223,41.999722222222225,76
12.5975,41.999722222222225,71
12.597777777777779,41.999722222222225,68
12.598055555555556,41.999722222222225,69
12.598333333333333,41.999722222222225,69
12.598611111111111,41.999722222222225,70
12.598888888888888,41.999722222222225,74
12.599166666666667,41.999722222222225,80
12.599444444444444,41.999722222222225,83
12.599722222222223,41.999722222222225,84
12.6,41.999722222222225,86
12.600277777777778,41.999722222222225,88
12.600555555555555,41.999722222222225,91
12.600833333333334,41.999722222222225,92
12.601111111111111,41.999722222222225,93
12.60138888888889,41.999722222222225,96
12.601666666666667,41.999722222222225,98
12.601944444444445,41.999722222222225,99
12.602222222222222,41.999722222222225,100
12.602500000000001,41.999722222222225,102
12.602777777777778,41.999722222222225,103
12.603055555555557,41.999722222222225,106
12.603333333333333,41.999722222222225,108
12.603611111111112,41.999722222222225,109
12.60388888888889,41.999722222222225,109
12.604166666666666,41.999722222222225,109
